provincia_id,municipio,id
8,Talamanca,1136
8,Taradell,1137
8,Tavèrnoles,1138
8,Tavertet,1139
8,Teià,1140
8,Terrassa,1141
8,Tiana,1142
8,Tona,1143
8,Tordera,1144
8,Torelló,1145
8,"Torre de Claramunt, La",1146
8,Torrelavit,1147
8,Torrelles de Foix,1148
8,Torrelles de Llobregat,1149
8,Ullastrell,1150
8,Vacarisses,1151
8,Vallbona d'Anoia,1152
8,Vallcebre,1153
8,Vallgorguina,1154
8,Vallirana,1155
8,Vallromanes,1156
8,Veciana,1157
8,Vic,1158
8,Vilada,1159
8,Viladecans,1160
8,Viladecavalls,1161
8,Vilafranca del Penedès,1162
8,Vilalba Sasserra,1163
8,Vilanova de Sau,1164
8,Vilanova del Camí,1165
8,Vilanova del Vallès,1166
8,Vilanova i la Geltrú,1167
8,Vilassar de Dalt,1168
8,Vilassar de Mar,1169
8,Vilobí del Penedès,1170
8,Viver i Serrateix,1171
9,Abajas,1172
9,Adrada de Haza,1173
9,Aguas Cándidas,1174
9,Aguilar de Bureba,1175
9,Albillos,1176
9,Alcocero de Mola,1177
9,Alfoz de Bricia,1178
9,Alfoz de Quintanadueñas,1179
9,Alfoz de Santa Gadea,1180
9,Altable,1181
9,"Altos, Los",1182
9,Ameyugo,1183
9,Anguix,1184
9,Aranda de Duero,1185
9,Arandilla,1186
9,Arauzo de Miel,1187
9,Arauzo de Salce,1188
9,Arauzo de Torre,1189
9,Arcos,1190
9,Arenillas de Riopisuerga,1191
9,Arija,1192
9,Arlanzón,1193
9,Arraya de Oca,1194
9,Atapuerca,1195
9,"Ausines, Los",1196
9,Avellanosa de Muñó,1197
9,Bahabón de Esgueva,1198
9,"Balbases, Los",1199
9,Baños de Valdearados,1200
9,Bañuelos de Bureba,1201
9,Barbadillo de Herreros,1202
9,Barbadillo del Mercado,1203
9,Barbadillo del Pez,1204
9,Barrio de Muñó,1205
9,"Barrios de Bureba, Los",1206
9,Barrios de Colina,1207
9,Basconcillos del Tozo,1208
9,Bascuñana,1209
9,Belbimbre,1210
9,Belorado,1211
9,Berberana,1212
9,Berlangas de Roa,1213
9,Berzosa de Bureba,1214
9,Bozoó,1215
9,Brazacorta,1216
9,Briviesca,1217
9,Bugedo,1218
9,Buniel,1219
9,Burgos,1220
9,Busto de Bureba,1221
9,Cabañes de Esgueva,1222
9,Cabezón de la Sierra,1223
9,Caleruega,1224
9,Campillo de Aranda,1225
9,Campolara,1226
9,Canicosa de la Sierra,1227
9,Cantabrana,1228
9,Carazo,1229
9,Carcedo de Bureba,1230
9,Carcedo de Burgos,1231
9,Cardeñadijo,1232
9,Cardeñajimeno,1233
9,Cardeñuela Riopico,1234
9,Carrias,1235
9,Cascajares de Bureba,1236
9,Cascajares de la Sierra,1237
9,Castellanos de Castro,1238
9,Castil de Peones,1239
9,Castildelgado,1240
9,Castrillo de la Reina,1241
9,Castrillo de la Vega,1242
9,Castrillo de Riopisuerga,1243
9,Castrillo del Val,1244
9,Castrillo Matajudíos,1245
9,Castrojeriz,1246
9,Cavia,1247
9,Cayuela,1248
9,Cebrecos,1249
9,Celada del Camino,1250
9,Cerezo de Río Tirón,1251
9,Cerratón de Juarros,1252
9,Ciadoncha,1253
9,Cillaperlata,1254
9,Cilleruelo de Abajo,1255
9,Cilleruelo de Arriba,1256
9,Ciruelos de Cervera,1257
9,Cogollos,1258
9,Condado de Treviño,1259
9,Contreras,1260
9,Coruña del Conde,1261
9,Covarrubias,1262
9,Cubillo del Campo,1263
9,Cubo de Bureba,1264
9,"Cueva de Roa, La",1265
9,Cuevas de San Clemente,1266
9,Encío,1267
9,Espinosa de Cervera,1268
9,Espinosa de los Monteros,1269
9,Espinosa del Camino,1270
9,Estépar,1271
9,Fontioso,1272
9,Frandovínez,1273
9,Fresneda de la Sierra Tirón,1274
9,Fresneña,1275
9,Fresnillo de las Dueñas,1276
9,Fresno de Río Tirón,1277
9,Fresno de Rodilla,1278
9,Frías,1279
9,Fuentebureba,1280
9,Fuentecén,1281
9,Fuentelcésped,1282
9,Fuentelisendo,1283
9,Fuentemolinos,1284
9,Fuentenebro,1285
9,Fuentespina,1286
9,Galbarros,1287
9,"Gallega, La",1288
9,Grijalba,1289
9,Grisaleña,1290
9,Gumiel de Izán,1291
9,Gumiel de Mercado,1292
9,Hacinas,1293
9,Haza,1294
9,Hontanas,1295
9,Hontangas,1296
9,Hontoria de la Cantera,1297
9,Hontoria de Valdearados,1298
9,Hontoria del Pinar,1299
9,"Hormazas, Las",1300
9,Hornillos del Camino,1301
9,"Horra, La",1302
9,Hortigüela,1303
9,Hoyales de Roa,1304
9,Huérmeces,1305
9,Huerta de Arriba,1306
9,Huerta de Rey,1307
9,Humada,1308
9,Hurones,1309
9,Ibeas de Juarros,1310
9,Ibrillos,1311
9,Iglesiarrubia,1312
9,Iglesias,1313
9,Isar,1314
9,Itero del Castillo,1315
9,Jaramillo de la Fuente,1316
9,Jaramillo Quemado,1317
9,Junta de Traslaloma,1318
9,Junta de Villalba de Losa,1319
9,Jurisdicción de Lara,1320
9,Jurisdicción de San Zadornil,1321
9,Lerma,1322
9,Llano de Bureba,1323
9,Madrigal del Monte,1324
9,Madrigalejo del Monte,1325
9,Mahamud,1326
9,Mambrilla de Castrejón,1327
9,Mambrillas de Lara,1328
9,Mamolar,1329
9,Manciles,1330
9,Mazuela,1331
9,Mecerreyes,1332
9,Medina de Pomar,1333
9,Melgar de Fernamental,1334
9,Merindad de Cuesta-Urria,1335
9,Merindad de Montija,1336
9,Merindad de Río Ubierna,1337
9,Merindad de Sotoscueva,1338
9,Merindad de Valdeporres,1339
9,Merindad de Valdivielso,1340
9,Milagros,1341
9,Miranda de Ebro,1342
9,Miraveche,1343
9,Modúbar de la Emparedada,1344
9,Monasterio de la Sierra,1345
9,Monasterio de Rodilla,1346
9,Moncalvillo,1347
9,Monterrubio de la Demanda,1348
9,Montorio,1349
9,Moradillo de Roa,1350
9,Nava de Roa,1351
9,Navas de Bureba,1352
9,Nebreda,1353
9,Neila,1354
9,Olmedillo de Roa,1355
9,Olmillos de Muñó,1356
9,Oña,1357
9,Oquillas,1358
9,Orbaneja Riopico,1359
9,Padilla de Abajo,1360
9,Padilla de Arriba,1361
9,Padrones de Bureba,1362
9,Palacios de la Sierra,1363
9,Palacios de Riopisuerga,1364
9,Palazuelos de la Sierra,1365
9,Palazuelos de Muñó,1366
9,Pampliega,1367
9,Pancorbo,1368
9,Pardilla,1369
9,Partido de la Sierra en Tobalina,1370
9,Pedrosa de Duero,1371
9,Pedrosa de Río Úrbel,1372
9,Pedrosa del Páramo,1373
9,Pedrosa del Príncipe,1374
9,Peñaranda de Duero,1375
9,Peral de Arlanza,1376
9,Piérnigas,1377
9,Pineda de la Sierra,1378
9,Pineda Trasmonte,1379
9,Pinilla de los Barruecos,1380
9,Pinilla de los Moros,1381
9,Pinilla Trasmonte,1382
9,Poza de la Sal,1383
9,Prádanos de Bureba,1384
9,Pradoluengo,1385
9,Presencio,1386
9,"Puebla de Arganzón, La",1387
9,Puentedura,1388
9,Quemada,1389
9,Quintana del Pidio,1390
9,Quintanabureba,1391
9,Quintanaélez,1392
9,Quintanaortuño,1393
9,Quintanapalla,1394
9,Quintanar de la Sierra,1395
9,Quintanavides,1396
9,Quintanilla de la Mata,1397
9,Quintanilla del Agua y Tordueles,1398
9,Quintanilla del Coco,1399
9,Quintanilla San García,1400
9,Quintanilla Vivar,1401
9,"Quintanillas, Las",1402
9,Rabanera del Pinar,1403
9,Rábanos,1404
9,Rabé de las Calzadas,1405
9,Rebolledo de la Torre,1406
9,Redecilla del Camino,1407
9,Redecilla del Campo,1408
9,Regumiel de la Sierra,1409
9,Reinoso,1410
9,Retuerta,1411
9,Revilla del Campo,1412
9,Revilla Vallejera,1413
9,"Revilla y Ahedo, La",1414
9,Revillarruz,1415
9,Rezmondo,1416
9,Riocavado de la Sierra,1417
9,Roa,1418
9,Rojas,1419
9,Royuela de Río Franco,1420
9,Rubena,1421
9,Rublacedo de Abajo,1422
9,Rucandio,1423
9,Salas de Bureba,1424
9,Salas de los Infantes,1425
9,Saldaña de Burgos,1426
9,Salinillas de Bureba,1427
9,San Adrián de Juarros,1428
9,San Juan del Monte,1429
9,San Mamés de Burgos,1430
9,San Martín de Rubiales,1431
9,San Millán de Lara,1432
9,San Vicente del Valle,1433
9,Santa Cecilia,1434
9,Santa Cruz de la Salceda,1435
9,Santa Cruz del Valle Urbión,1436
9,Santa Gadea del Cid,1437
9,Santa Inés,1438
9,Santa María del Campo,1439
9,Santa María del Invierno,1440
9,Santa María del Mercadillo,1441
9,Santa María Rivarredonda,1442
9,Santa Olalla de Bureba,1443
9,Santibáñez de Esgueva,1444
9,Santibáñez del Val,1445
9,Santo Domingo de Silos,1446
9,Sargentes de la Lora,1447
9,Sarracín,1448
9,Sasamón,1449
9,"Sequera de Haza, La",1450
9,Solarana,1451
9,Sordillos,1452
9,Sotillo de la Ribera,1453
9,Sotragero,1454
9,Sotresgudo,1455
9,Susinos del Páramo,1456
9,Tamarón,1457
9,Tardajos,1458
9,Tejada,1459
9,Terradillos de Esgueva,1460
9,Tinieblas de la Sierra,1461
9,Tobar,1462
9,Tordómar,1463
9,Torrecilla del Monte,1464
9,Torregalindo,1465
9,Torrelara,1466
9,Torrepadre,1467
9,Torresandino,1468
9,Tórtoles de Esgueva,1469
9,Tosantos,1470
9,Trespaderne,1471
9,Tubilla del Agua,1472
9,Tubilla del Lago,1473
9,Úrbel del Castillo,1474
9,Vadocondes,1475
9,Valdeande,1476
9,Valdezate,1477
9,Valdorros,1478
9,Vallarta de Bureba,1479
9,Valle de las Navas,1480
9,Valle de Losa,1481
9,Valle de Manzanedo,1482
9,Valle de Mena,1483
9,Valle de Oca,1484
9,Valle de Santibáñez,1485
9,Valle de Sedano,1486
9,Valle de Tobalina,1487
9,Valle de Valdebezana,1488
9,Valle de Valdelaguna,1489
9,Valle de Valdelucio,1490
9,Valle de Zamanzas,1491
9,Vallejera,1492
9,Valles de Palenzuela,1493
9,Valluércanes,1494
9,Valmala,1495
9,"Vid de Bureba, La",1496
9,"Vid y Barrios, La",1497
9,Vileña,1498
9,Villadiego,1499
9,Villaescusa de Roa,1500
9,Villaescusa la Sombría,1501
9,Villaespasa,1502
9,Villafranca Montes de Oca,1503
9,Villafruela,1504
9,Villagalijo,1505
9,Villagonzalo Pedernales,1506
9,Villahoz,1507
9,Villalba de Duero,1508
9,Villalbilla de Burgos,1509
9,Villalbilla de Gumiel,1510
9,Villaldemiro,1511
9,Villalmanzo,1512
9,Villamayor de los Montes,1513
9,Villamayor de Treviño,1514
9,Villambistia,1515
9,Villamedianilla,1516
9,Villamiel de la Sierra,1517
9,Villangómez,1518
9,Villanueva de Argaño,1519
9,Villanueva de Carazo,1520
9,Villanueva de Gumiel,1521
9,Villanueva de Teba,1522
9,Villaquirán de la Puebla,1523
9,Villaquirán de los Infantes,1524
9,Villarcayo de Merindad de Castilla la Vieja,1525
9,Villariezo,1526
9,Villasandino,1527
9,Villasur de Herreros,1528
9,Villatuelda,1529
9,Villaverde del Monte,1530
9,Villaverde-Mogina,1531
9,Villayerno Morquillas,1532
9,Villazopeque,1533
9,Villegas,1534
9,Villoruebo,1535
9,Viloria de Rioja,1536
9,Vilviestre del Pinar,1537
9,Vizcaínos,1538
9,Zael,1539
9,Zarzosa de Río Pisuerga,1540
9,Zazuar,1541
9,Zuñeda,1542
10,Abadía,1543
10,Abertura,1544
10,Acebo,1545
10,Acehúche,1546
10,Aceituna,1547
10,Ahigal,1548
10,Alagón del Río,1549
10,Albalá,1550
10,Alcántara,1551
10,Alcollarín,1552
10,Alcuéscar,1553
10,Aldea del Cano,1554
10,"Aldea del Obispo, La",1555
10,Aldeacentenera,1556
10,Aldeanueva de la Vera,1557
10,Aldeanueva del Camino,1558
10,Aldehuela de Jerte,1559
10,Alía,1560
10,Aliseda,1561
10,Almaraz,1562
10,Almoharín,1563
10,Arroyo de la Luz,1564
10,Arroyomolinos,1565
10,Arroyomolinos de la Vera,1566
10,Baños de Montemayor,1567
10,Barrado,1568
10,Belvís de Monroy,1569
10,Benquerencia,1570
10,Berrocalejo,1571
10,Berzocana,1572
10,Bohonal de Ibor,1573
10,Botija,1574
10,Brozas,1575
10,Cabañas del Castillo,1576
10,Cabezabellosa,1577
10,Cabezuela del Valle,1578
10,Cabrero,1579
10,Cáceres,1580
10,Cachorrilla,1581
10,Cadalso,1582
10,Calzadilla,1583
10,Caminomorisco,1584
10,Campillo de Deleitosa,1585
10,Campo Lugar,1586
10,Cañamero,1587
10,Cañaveral,1588
10,Carbajo,1589
10,Carcaboso,1590
10,Carrascalejo,1591
10,Casar de Cáceres,1592
10,Casar de Palomero,1593
10,Casares de las Hurdes,1594
10,Casas de Don Antonio,1595
10,Casas de Don Gómez,1596
10,Casas de Millán,1597
10,Casas de Miravete,1598
10,Casas del Castañar,1599
10,Casas del Monte,1600
10,Casatejada,1601
10,Casillas de Coria,1602
10,Castañar de Ibor,1603
10,Ceclavín,1604
10,Cedillo,1605
10,Cerezo,1606
10,Cilleros,1607
10,Collado,1608
10,Conquista de la Sierra,1609
10,Coria,1610
10,Cuacos de Yuste,1611
10,"Cumbre, La",1612
10,Deleitosa,1613
10,Descargamaría,1614
10,Eljas,1615
10,Escurial,1616
10,Fresnedoso de Ibor,1617
10,Galisteo,1618
10,Garciaz,1619
10,"Garganta, La",1620
10,Garganta la Olla,1621
10,Gargantilla,1622
10,Gargüera,1623
10,Garrovillas de Alconétar,1624
10,Garvín,1625
10,Gata,1626
10,"Gordo, El",1627
10,"Granja, La",1628
10,Guadalupe,1629
10,Guijo de Coria,1630
10,Guijo de Galisteo,1631
10,Guijo de Granadilla,1632
10,Guijo de Santa Bárbara,1633
10,Herguijuela,1634
10,Hernán-Pérez,1635
10,Herrera de Alcántara,1636
10,Herreruela,1637
10,Hervás,1638
10,Higuera,1639
10,Hinojal,1640
10,Holguera,1641
10,Hoyos,1642
10,Huélaga,1643
10,Ibahernando,1644
10,Jaraicejo,1645
10,Jaraíz de la Vera,1646
10,Jarandilla de la Vera,1647
10,Jarilla,1648
10,Jerte,1649
10,Ladrillar,1650
10,Logrosán,1651
10,Losar de la Vera,1652
10,Madrigal de la Vera,1653
10,Madrigalejo,1654
10,Madroñera,1655
10,Majadas,1656
10,Malpartida de Cáceres,1657
10,Malpartida de Plasencia,1658
10,Marchagaz,1659
10,Mata de Alcántara,1660
10,Membrío,1661
10,Mesas de Ibor,1662
10,Miajadas,1663
10,Millanes,1664
10,Mirabel,1665
10,Mohedas de Granadilla,1666
10,Monroy,1667
10,Montánchez,1668
10,Montehermoso,1669
10,Moraleja,1670
10,Morcillo,1671
10,Navaconcejo,1672
10,Navalmoral de la Mata,1673
10,Navalvillar de Ibor,1674
10,Navas del Madroño,1675
10,Navezuelas,1676
10,Nuñomoral,1677
10,Oliva de Plasencia,1678
10,Palomero,1679
10,Pasarón de la Vera,1680
10,Pedroso de Acim,1681
10,Peraleda de la Mata,1682
10,Peraleda de San Román,1683
10,Perales del Puerto,1684
10,Pescueza,1685
10,"Pesga, La",1686
10,Piedras Albas,1687
10,Pinofranqueado,1688
10,Piornal,1689
10,Plasencia,1690
10,Plasenzuela,1691
10,Portaje,1692
10,Portezuelo,1693
10,Pozuelo de Zarzón,1694
10,Puerto de Santa Cruz,1695
10,Rebollar,1696
10,Riolobos,1697
10,Robledillo de Gata,1698
10,Robledillo de la Vera,1699
10,Robledillo de Trujillo,1700
10,Robledollano,1701
10,Romangordo,1702
10,Rosalejo,1703
10,Ruanes,1704
10,Salorino,1705
10,Salvatierra de Santiago,1706
10,San Martín de Trevejo,1707
10,Santa Ana,1708
10,Santa Cruz de la Sierra,1709
10,Santa Cruz de Paniagua,1710
10,Santa Marta de Magasca,1711
10,Santiago de Alcántara,1712
10,Santiago del Campo,1713
10,Santibáñez el Alto,1714
10,Santibáñez el Bajo,1715
10,Saucedilla,1716
10,Segura de Toro,1717
10,Serradilla,1718
10,Serrejón,1719
10,Sierra de Fuentes,1720
10,Talaván,1721
10,Talaveruela de la Vera,1722
10,Talayuela,1723
10,Tejeda de Tiétar,1724
10,Toril,1725
10,Tornavacas,1726
10,"Torno, El",1727
10,Torre de Don Miguel,1728
10,Torre de Santa María,1729
10,Torrecilla de los Ángeles,1730
10,Torrecillas de la Tiesa,1731
10,Torrejón el Rubio,1732
10,Torrejoncillo,1733
10,Torremenga,1734
10,Torremocha,1735
10,Torreorgaz,1736
10,Torrequemada,1737
10,Trujillo,1738
10,Valdastillas,1739
10,Valdecañas de Tajo,1740
10,Valdefuentes,1741
10,Valdehúncar,1742
10,Valdelacasa de Tajo,1743
10,Valdemorales,1744
10,Valdeobispo,1745
10,Valencia de Alcántara,1746
10,Valverde de la Vera,1747
10,Valverde del Fresno,1748
10,Vegaviana,1749
10,Viandar de la Vera,1750
10,Villa del Campo,1751
10,Villa del Rey,1752
10,Villamesías,1753
10,Villamiel,1754
10,Villanueva de la Sierra,1755
10,Villanueva de la Vera,1756
10,Villar de Plasencia,1757
10,Villar del Pedroso,1758
10,Villasbuenas de Gata,1759
10,Zarza de Granadilla,1760
10,Zarza de Montánchez,1761
10,Zarza la Mayor,1762
10,Zorita,1763
11,Alcalá de los Gazules,1764
11,Alcalá del Valle,1765
11,Algar,1766
11,Algeciras,1767
11,Algodonales,1768
11,Arcos de la Frontera,1769
11,Barbate,1770
11,"Barrios, Los",1771
11,Benalup-Casas Viejas,1772
11,Benaocaz,1773
11,Bornos,1774
11,"Bosque, El",1775
11,Cádiz,1776
11,Castellar de la Frontera,1777
11,Chiclana de la Frontera,1778
11,Chipiona,1779
11,Conil de la Frontera,1780
11,Espera,1781
11,"Gastor, El",1782
11,Grazalema,1783
11,Jerez de la Frontera,1784
11,Jimena de la Frontera,1785
11,"Línea de la Concepción, La",1786
11,Medina-Sidonia,1787
11,Olvera,1788
11,Paterna de Rivera,1789
11,Prado del Rey,1790
11,"Puerto de Santa María, El",1791
11,Puerto Real,1792
11,Puerto Serrano,1793
11,Rota,1794
11,San Fernando,1795
11,San José del Valle,1796
11,San Roque,1797
11,Sanlúcar de Barrameda,1798
11,Setenil de las Bodegas,1799
11,Tarifa,1800
11,Torre Alháquime,1801
11,Trebujena,1802
11,Ubrique,1803
11,Vejer de la Frontera,1804
11,Villaluenga del Rosario,1805
11,Villamartín,1806
11,Zahara,1807
12,Aín,1808
12,Albocàsser,1809
12,Alcalà de Xivert,1810
12,"Alcora, l'",1811
12,Alcudia de Veo,1812
12,Alfondeguilla,1813
12,Algimia de Almonacid,1814
12,Almazora/Almassora,1815
12,Almedíjar,1816
12,Almenara,1817
12,Alquerías del Niño Perdido,1818
12,Altura,1819
12,Arañuel,1820
12,Ares del Maestrat,1821
12,Argelita,1822
12,Artana,1823
12,Atzeneta del Maestrat,1824
12,Ayódar,1825
12,Azuébar,1826
12,Barracas,1827
12,Bejís,1828
12,Benafer,1829
12,Benafigos,1830
12,Benasal,1831
12,Benicarló,1832
12,Benicasim/Benicàssim,1833
12,Benlloch,1834
12,Betxí,1835
12,Borriana/Burriana,1836
12,Borriol,1837
12,Cabanes,1838
12,Càlig,1839
12,Canet lo Roig,1840
12,Castell de Cabres,1841
12,Castellfort,1842
12,Castellnovo,1843
12,Castellón de la Plana/Castelló de la Plana,1844
12,Castillo de Villamalefa,1845
12,Catí,1846
12,Caudiel,1847
12,Cervera del Maestre,1848
12,Chert/Xert,1849
12,Chilches/Xilxes,1850
12,Chodos/Xodos,1851
12,Chóvar,1852
12,Cinctorres,1853
12,Cirat,1854
12,Cortes de Arenoso,1855
12,Costur,1856
12,"Coves de Vinromà, les",1857
12,Culla,1858
12,Eslida,1859
12,Espadilla,1860
12,Fanzara,1861
12,Figueroles,1862
12,Forcall,1863
12,Fuente la Reina,1864
12,Fuentes de Ayódar,1865
12,Gaibiel,1866
12,Geldo,1867
12,Herbés,1868
12,Higueras,1869
12,"Jana, la",1870
12,Jérica,1871
12,"Llosa, la",1872
12,Lucena del Cid,1873
12,Ludiente,1874
12,"Mata de Morella, la",1875
12,Matet,1876
12,Moncofa,1877
12,Montán,1878
12,Montanejos,1879
12,Morella,1880
12,Navajas,1881
12,Nules,1882
12,Olocau del Rey,1883
12,Onda,1884
12,Oropesa del Mar/Orpesa,1885
12,Palanques,1886
12,Pavías,1887
12,Peníscola/Peñíscola,1888
12,Pina de Montalgrao,1889
12,"Pobla de Benifassà, la",1890
12,"Pobla Tornesa, la",1891
12,Portell de Morella,1892
12,Puebla de Arenoso,1893
12,Ribesalbes,1894
12,Rossell,1895
12,Sacañet,1896
12,"Salzadella, la",1897
12,San Rafael del Río,1898
12,Sant Joan de Moró,1899
12,Sant Jordi/San Jorge,1900
12,Sant Mateu,1901
12,Santa Magdalena de Pulpis,1902
12,Sarratella,1903
12,Segorbe,1904
12,Sierra Engarcerán,1905
12,Soneja,1906
12,Sot de Ferrer,1907
12,Sueras/Suera,1908
12,Tales,1909
12,Teresa,1910
12,Tírig,1911
12,Todolella,1912
12,Toga,1913
12,Torás,1914
12,"Toro, El",1915
12,Torralba del Pinar,1916
12,"Torre d'En Besora, la",1917
12,"Torre d'en Doménec, la",1918
12,Torreblanca,1919
12,Torrechiva,1920
12,Traiguera,1921
12,"Useras/Useres, les",1922
12,Vall d'Alba,1923
12,Vall de Almonacid,1924
12,"Vall d'Uixó, la",1925
12,Vallat,1926
12,Vallibona,1927
12,Vilafamés,1928
12,Vilanova d'Alcolea,1929
12,Vilar de Canes,1930
12,Vila-real,1931
12,"Vilavella, la",1932
12,Villafranca del Cid/Vilafranca,1933
12,Villahermosa del Río,1934
12,Villamalur,1935
12,Villanueva de Viver,1936
12,Villores,1937
12,Vinaròs,1938
12,Vistabella del Maestrazgo,1939
12,Viver,1940
12,Zorita del Maestrazgo,1941
12,Zucaina,1942
13,Abenójar,1943
13,Agudo,1944
13,Alamillo,1945
13,Albaladejo,1946
13,Alcázar de San Juan,1947
13,Alcoba,1948
13,Alcolea de Calatrava,1949
13,Alcubillas,1950
13,Aldea del Rey,1951
13,Alhambra,1952
13,Almadén,1953
13,Almadenejos,1954
13,Almagro,1955
13,Almedina,1956
13,Almodóvar del Campo,1957
13,Almuradiel,1958
13,Anchuras,1959
13,Arenales de San Gregorio,1960
13,Arenas de San Juan,1961
13,Argamasilla de Alba,1962
13,Argamasilla de Calatrava,1963
13,Arroba de los Montes,1964
13,Ballesteros de Calatrava,1965
13,Bolaños de Calatrava,1966
13,Brazatortas,1967
13,Cabezarados,1968
13,Cabezarrubias del Puerto,1969
13,Calzada de Calatrava,1970
13,Campo de Criptana,1971
13,Cañada de Calatrava,1972
13,Caracuel de Calatrava,1973
13,Carrión de Calatrava,1974
13,Carrizosa,1975
13,Castellar de Santiago,1976
13,Chillón,1977
13,Ciudad Real,1978
13,Corral de Calatrava,1979
13,"Cortijos, Los",1980
13,Cózar,1981
13,Daimiel,1982
13,Fernán Caballero,1983
13,Fontanarejo,1984
13,Fuencaliente,1985
13,Fuenllana,1986
13,Fuente el Fresno,1987
13,Granátula de Calatrava,1988
13,Guadalmez,1989
13,Herencia,1990
13,Hinojosas de Calatrava,1991
13,Horcajo de los Montes,1992
13,"Labores, Las",1993
13,Llanos del Caudillo,1994
13,Luciana,1995
13,Malagón,1996
13,Manzanares,1997
13,Membrilla,1998
13,Mestanza,1999
13,Miguelturra,2000
13,Montiel,2001
13,Moral de Calatrava,2002
13,Navalpino,2003
13,Navas de Estena,2004
13,Pedro Muñoz,2005
13,Picón,2006
13,Piedrabuena,2007
13,Poblete,2008
13,Porzuna,2009
13,Pozuelo de Calatrava,2010
13,"Pozuelos de Calatrava, Los",2011
13,Puebla de Don Rodrigo,2012
13,Puebla del Príncipe,2013
13,Puerto Lápice,2014
13,Puertollano,2015
13,Retuerta del Bullaque,2016
13,"Robledo, El",2017
13,Ruidera,2018
13,Saceruela,2019
13,San Carlos del Valle,2020
13,San Lorenzo de Calatrava,2021
13,Santa Cruz de los Cáñamos,2022
13,Santa Cruz de Mudela,2023
13,Socuéllamos,2024
13,"Solana, La",2025
13,Solana del Pino,2026
13,Terrinches,2027
13,Tomelloso,2028
13,Torralba de Calatrava,2029
13,Torre de Juan Abad,2030
13,Torrenueva,2031
13,Valdemanco del Esteras,2032
13,Valdepeñas,2033
13,Valenzuela de Calatrava,2034
13,Villahermosa,2035
13,Villamanrique,2036
13,Villamayor de Calatrava,2037
13,Villanueva de la Fuente,2038
13,Villanueva de los Infantes,2039
13,Villanueva de San Carlos,2040
13,Villar del Pozo,2041
13,Villarrubia de los Ojos,2042
13,Villarta de San Juan,2043
13,Viso del Marqués,2044
14,Adamuz,2045
14,Aguilar de la Frontera,2046
14,Alcaracejos,2047
14,Almedinilla,2048
14,Almodóvar del Río,2049
14,Añora,2050
14,Baena,2051
14,Belalcázar,2052
14,Belmez,2053
14,Benamejí,2054
14,"Blázquez, Los",2055
14,Bujalance,2056
14,Cabra,2057
14,Cañete de las Torres,2058
14,Carcabuey,2059
14,Cardeña,2060
14,"Carlota, La",2061
14,"Carpio, El",2062
14,Castro del Río,2063
14,Conquista,2064
14,Córdoba,2065
14,Doña Mencía,2066
14,Dos Torres,2067
14,Encinas Reales,2068
14,Espejo,2069
14,Espiel,2070
14,Fernán-Núñez,2071
14,Fuente la Lancha,2072
14,Fuente Obejuna,2073
14,Fuente Palmera,2074
14,Fuente-Tójar,2075
14,"Granjuela, La",2076
14,Guadalcázar,2077
14,"Guijo, El",2078
14,Hinojosa del Duque,2079
14,Hornachuelos,2080
14,Iznájar,2081
14,Lucena,2082
14,Luque,2083
14,Montalbán de Córdoba,2084
14,Montemayor,2085
14,Montilla,2086
14,Montoro,2087
14,Monturque,2088
14,Moriles,2089
14,Nueva Carteya,2090
14,Obejo,2091
14,Palenciana,2092
14,Palma del Río,2093
14,Pedro Abad,2094
14,Pedroche,2095
14,Peñarroya-Pueblonuevo,2096
14,Posadas,2097
14,Pozoblanco,2098
14,Priego de Córdoba,2099
14,Puente Genil,2100
14,"Rambla, La",2101
14,Rute,2102
14,San Sebastián de los Ballesteros,2103
14,Santa Eufemia,2104
14,Santaella,2105
14,Torrecampo,2106
14,Valenzuela,2107
14,Valsequillo,2108
14,"Victoria, La",2109
14,Villa del Río,2110
14,Villafranca de Córdoba,2111
14,Villaharta,2112
14,Villanueva de Córdoba,2113
14,Villanueva del Duque,2114
14,Villanueva del Rey,2115
14,Villaralto,2116
14,Villaviciosa de Córdoba,2117
14,"Viso, El",2118
14,Zuheros,2119
15,Abegondo,2120
15,Ames,2121
15,Aranga,2122
15,Ares,2123
15,Arteixo,2124
15,Arzúa,2125
15,"Baña, A",2126
15,Bergondo,2127
15,Betanzos,2128
15,Boimorto,2129
15,Boiro,2130
15,Boqueixón,2131
15,Brión,2132
15,Cabana de Bergantiños,2133
15,Cabanas,2134
15,Camariñas,2135
15,Cambre,2136
15,"Capela, A",2137
15,Carballo,2138
15,Cariño,2139
15,Carnota,2140
15,Carral,2141
15,Cedeira,2142
15,Cee,2143
15,Cerceda,2144
15,Cerdido,2145
15,Cesuras,2146
15,Coirós,2147
15,Corcubión,2148
15,Coristanco,2149
15,"Coruña, A",2150
15,Culleredo,2151
15,Curtis,2152
15,Dodro,2153
15,Dumbría,2154
15,Fene,2155
15,Ferrol,2156
15,Fisterra,2157
15,Frades,2158
15,Irixoa,2159
15,"Laracha, A",2160
15,Laxe,2161
15,Lousame,2162
15,Malpica de Bergantiños,2163
15,Mañón,2164
15,Mazaricos,2165
15,Melide,2166
15,Mesía,2167
15,Miño,2168
15,Moeche,2169
15,Monfero,2170
15,Mugardos,2171
15,Muros,2172
15,Muxía,2173
15,Narón,2174
15,Neda,2175
